parametro,Fecha,CE,CE b,NO,NO b,SO,SO b,NO2,NO2 b,NTE,NTE b,NE2,NE2 b,SE2,SE2 b,SO2,SO2 b,SE3,SE3 b,SUR,SUR b,NTE2,NTE2 b
WSR  ,6/24/2019 5:00,,x,9.6,,7.3,,8.8,,1.9,,,x,7.5,,3,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 6:00,,x,6.4,,9.1,,9.8,,1.8,,,x,7.3,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 7:00,,x,8.5,,7.2,,7.7,,2.3,,,x,9.1,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 8:00,,x,8.9,,6.9,,7.4,,4.5,,,x,8.9,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 9:00,,x,7.7,,6.2,,6.5,,2.8,,,x,8.1,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 10:00,,x,9.7,,7,,7,,2.8,,,x,6.2,,4.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 11:00,,x,6.5,,12.1,,12.8,,2.3,,,x,5.5,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 12:00,,x,8.3,,11.7,,13.4,,3.5,,,x,6.7,,4.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 13:00,,x,7.3,,12.2,,14.3,,7.7,,,x,12.9,,7.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 14:00,,x,11.4,,9.3,,16.1,,8.7,,10.9,,11,,6.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 15:00,,x,11.1,,8.9,,16.1,,9,,12.5,,11.7,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 16:00,,x,9,,9,,11.5,,5.5,,13.7,,9.9,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 17:00,,x,10.5,,10.9,,11.4,,7,,11.1,,9,,5.8,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 18:00,,x,10.8,,12.6,,13.9,,4.3,,7.1,,10.1,,6,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 19:00,,x,7.8,,8.9,,10.1,,1.5,,4.7,,8.3,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 20:00,,x,9.5,,7.4,,7.3,,2.1,,10.3,,15.1,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 21:00,,x,33,,16.9,,20,,20.2,,18.4,,21.4,,9.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 22:00,,x,25.5,,21.2,,23.8,,16.3,,12.7,,12.1,,11,,ND,ND,ND,ND,ND,ND
WSR  ,6/24/2019 23:00,,x,15.9,,15.7,,15.5,,9.5,,5.3,,3.5,,7.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019,,x,8.4,,11.6,,12.7,,3.5,,3.7,,2.9,,4.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 1:00,,x,6.1,,10.4,,12.7,,2.2,,6,,1.5,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 2:00,,x,12.8,,10.5,,9.9,,8.9,,13.5,,5.7,,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 3:00,,x,14.8,,10.3,,12.6,,12.3,,13.2,,11.1,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 4:00,,x,15.8,,11.1,,16.4,,11.4,,11.3,,6.8,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 5:00,,x,8.4,,8.6,,12.2,,4.5,,5.7,,7,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 6:00,,x,9.8,,8.7,,10.9,,3.6,,3.3,,3.1,,6.1,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 7:00,,x,7.3,,8.1,,7,,1.6,,1.4,,1.6,,3.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 8:00,,x,5.2,,6.9,,6.3,,1.9,,1.4,,1.4,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 9:00,,x,7,,7.7,,8.1,,3.6,,1.4,,3.7,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 10:00,,x,9.1,,8.2,,7.3,,9.1,,,s,7.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 11:00,,x,9.5,,9.7,,10.6,,6.6,,,s,5.1,,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 12:00,,x,5.2,,9.2,,12.8,,3.4,,,s,6.3,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 13:00,,x,6.7,,12.2,,12.6,,7.7,,,s,8.2,,2.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 14:00,,x,9.5,,14.1,,15.7,,9.1,,,s,9.4,,3.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 15:00,,x,9.9,,15.7,,18.4,,8.6,,,s,8.2,,3.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 16:00,,x,12,,14.4,,18.3,,8.8,,,s,8.1,,5.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 17:00,,x,12.5,,12.5,,16.7,,10.2,,,s,9.1,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 18:00,,x,8.3,,8.8,,13.4,,11,,,s,8.5,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 19:00,,x,11.1,,11.2,,12.9,,9,,,s,9.9,,5.1,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 20:00,,x,12.7,,11.3,,11.2,,9.4,,,s,8.7,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 21:00,,x,14.1,,11,,12.5,,8.8,,,s,6.4,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 22:00,,x,10.2,,9.2,,12.7,,8,,,s,4.3,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/25/2019 23:00,,x,8.5,,9,,11.6,,7.6,,,s,7.2,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019,,x,14,,8.3,,11,,10.9,,,s,10.3,,3.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 1:00,,x,11.8,,8.4,,14.9,,11.7,,,s,9.3,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 2:00,,x,10.7,,7,,13.9,,9.6,,,s,9,,2.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 3:00,,x,8.9,,6.7,,10.9,,8.4,,,s,9.7,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 4:00,,x,10.2,,7.1,,9.8,,7.9,,,s,5.1,,3.5,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 5:00,,x,10.9,,5.5,,10.4,,9.3,,,s,1.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 6:00,,x,10.7,,6.8,,10.7,,9.5,,,s,1.4,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 7:00,,x,10.1,,7.1,,8.6,,6.4,,,s,1.4,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 8:00,,x,7.1,,6.8,,9.2,,8,,,s,,s,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 9:00,,x,7.2,,6.8,,8.7,,8.9,,,s,3.4,,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 10:00,,x,9.4,,10.6,,13.5,,8.9,,,s,9.9,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 11:00,,x,14.4,,12.4,,13.5,,12.9,,,s,11.8,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 12:00,,x,15.8,,13.6,,14.7,,14.6,,,s,15.2,,7.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 13:00,,x,17.8,,15,,16.1,,14,,,s,16.5,,8,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 14:00,,x,18.7,,14.7,,16.1,,15.7,,,s,17.9,,7.5,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 15:00,,x,20.6,,17.6,,19.3,,17.1,,,s,17.5,,8.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 16:00,,x,21.5,,15.8,,18.2,,16.9,,,s,17.2,,7.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 17:00,,x,21.9,,15.6,,18.1,,16.5,,,s,16.6,,7.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 18:00,,x,21.1,,15.5,,18.4,,15.1,,,s,15.7,,7.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 19:00,,x,19.5,,17.2,,18.8,,15.3,,,s,15.4,,8.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 20:00,,x,22.4,,16.7,,19.5,,17.6,,,s,16.4,,7.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 21:00,,x,21,,16.4,,20.4,,17,,,s,14.3,,7.8,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 22:00,,x,20.2,,14,,18.1,,16.2,,,s,13.8,,7.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/26/2019 23:00,,x,19.9,,13.4,,18.1,,16.6,,,s,13.7,,7.1,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019,,x,17,,13.3,,17,,15.3,,,s,10.8,,6.8,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 1:00,,x,16.2,,12.6,,14.9,,12.2,,,s,11.2,,6.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 2:00,,x,14.9,,11.8,,13.7,,7.9,,,s,8.4,,7.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 3:00,,x,11.4,,9,,9.9,,2.7,,,s,7.2,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 4:00,,x,9,,7.8,,9.9,,7,,,s,7.4,,3.8,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 5:00,,x,9.5,,6.3,,9.7,,4.5,,,s,4.6,,3.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 6:00,,x,7.5,,6.2,,9,,6.3,,,s,1.4,,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 7:00,,x,9.6,,6,,9.4,,6.5,,,s,1.4,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 8:00,,x,10.3,,6.8,,11.6,,9.1,,,s,3.8,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 9:00,,x,11.2,,7.4,,12.3,,11.1,,,s,10,,3,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 10:00,,x,12.8,,7.4,,10.6,,10.8,,,s,15,,5.1,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 11:00,,x,19,,9.2,,12.2,,14.8,,,s,15.4,,6.5,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 12:00,,x,21,,14.5,,14.9,,15.5,,,s,17.5,,7.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 13:00,,x,21,,17.1,,20.1,,16,,,s,18.7,,9.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 14:00,,x,22.2,,17.3,,19,,16.9,,,s,18.3,,8.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 15:00,,x,23.9,,19.5,,19.8,,19,,,s,18.5,,9.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 16:00,,x,24.4,,19.4,,19.1,,17.7,,,s,18,,9.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 17:00,,x,23.5,,18,,20.1,,17.5,,,s,18.4,,9,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 18:00,,x,24.7,,19.1,,20.2,,18.8,,,s,21.1,,8.8,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 19:00,,x,26.2,,19.2,,22.6,,19.4,,,s,18.6,,9,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 20:00,,x,23.9,,16.9,,22.5,,17.6,,,s,15.8,,8.1,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 21:00,,x,22.3,,16,,19.6,,17.6,,,s,12.1,,6.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 22:00,,x,24,,15.2,,18.6,,17.6,,,s,15.1,,7.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/27/2019 23:00,,x,24.8,,15,,19.7,,15.7,,,s,13.4,,8,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019,,x,21.4,,15.4,,18.9,,15.2,,,s,10.5,,8.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 1:00,,x,21.4,,12.6,,17.2,,16.1,,,s,7.8,,8.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 2:00,,x,19.1,,11.9,,14.7,,15.3,,,s,7.1,,7.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 3:00,,x,12.1,,8.7,,11.7,,9.4,,,s,8.2,,3.5,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 4:00,,x,12.7,,8.2,,12.3,,10.2,,,s,9.2,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 5:00,,x,13.4,,6.2,,10.6,,11.2,,,s,8.9,,2.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 6:00,,x,8.4,,6.6,,10,,9,,,s,8.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 7:00,,x,7.1,,6.6,,8.7,,8.6,,,s,8.7,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 8:00,,x,10.3,,6.3,,11.9,,7.3,,,s,9.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 9:00,,x,13.9,,5.3,,11,,9.2,,,s,9.3,,2.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 10:00,,x,12.8,,7.1,,12,,11.9,,,s,8.9,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 11:00,,x,16.5,,11.1,,14.9,,12.9,,,s,9.7,,7.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 12:00,,x,19.1,,15.3,,15.8,,12.1,,,s,14.8,,8.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 13:00,,x,18.1,,17.7,,17.2,,13.8,,,s,15.6,,9.8,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 14:00,,x,21.2,,19,,18.2,,16.3,,,s,17.5,,10.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 15:00,,x,22.9,,20.2,,18.4,,17,,,s,18.4,,9.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 16:00,,x,22.9,,20.4,,19.8,,19.4,,,s,22.2,,9.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 17:00,,x,25.3,,19.8,,21.3,,20.7,,,s,18.9,,9.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 18:00,,x,25.2,,19.8,,20.7,,19.2,,,s,19.1,,9.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 19:00,,x,22.4,,17.8,,20.9,,16.6,,,s,17.6,,8.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 20:00,,x,21.1,,17.8,,18.1,,18.6,,,s,17.3,,8.1,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 21:00,,x,19.1,,14.5,,17.6,,16.7,,,s,14.4,,6.5,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 22:00,,x,21.5,,13.7,,16,,16.2,,,s,14.5,,6.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/28/2019 23:00,,x,18.3,,13.2,,15.1,,11.7,,,s,13.8,,6.5,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019,,x,17.1,,10.5,,14.5,,10.3,,,s,13.8,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 1:00,,x,17.2,,13.1,,15.9,,9.5,,,s,12.7,,6.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 2:00,,x,12.3,,8.8,,15.2,,10.6,,,s,11,,5.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 3:00,,x,12.5,,8.9,,14.8,,10.2,,,s,10.3,,6,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 4:00,,x,8.3,,7.7,,11.7,,5.4,,,s,8.8,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 5:00,,x,5.7,,7.9,,10.9,,4.2,,,s,6.9,,3.5,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 6:00,,x,5.3,,4.1,,7.4,,5.7,,,s,6.1,,2.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 7:00,,x,3.6,,2,,7.7,,2.1,,,s,1.7,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 8:00,,x,2.5,,3.3,,4.4,,1.4,,,s,5.5,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 9:00,,x,5.2,,5.1,,2.7,,1.7,,,s,6,,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 10:00,,x,5.3,,5.6,,5.3,,3.7,,,s,10.4,,4.1,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 11:00,,x,8.9,,9.9,,12.3,,6.8,,,s,10.4,,5.8,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 12:00,,x,11.8,,10.4,,15,,10.6,,,s,13.9,,6.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 13:00,,x,16.5,,14.1,,15.6,,12.2,,,s,17.1,,8,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 14:00,,x,19.4,,16.3,,16.6,,17.4,,,s,18.7,,9.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 15:00,,x,23.4,,16.9,,17.3,,17.3,,,s,21.1,,8.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 16:00,,x,24.3,,18.5,,19.8,,17.5,,,s,19.5,,9.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 17:00,,x,23.7,,20.1,,21.1,,18.8,,,s,19.2,,9.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 18:00,,x,23.3,,20.1,,20.3,,17.2,,,s,18.3,,8.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 19:00,,x,21.8,,18.1,,19.1,,16.5,,,s,16.4,,7.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 20:00,,x,18.3,,16.8,,15.7,,15.3,,,s,12.9,,7.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 21:00,,x,15.4,,13.7,,14.5,,12,,,s,10.9,,6.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 22:00,,x,14,,11.9,,14.4,,10,,,s,12,,6.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/29/2019 23:00,,x,11.9,,10.2,,12,,8.4,,,s,8.4,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019,,x,11.3,,8,,12.1,,7,,,s,8.1,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 1:00,,x,12.8,,7.5,,10.6,,2.5,,,s,9,,1.8,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 2:00,,x,8.7,,6.3,,10.6,,1.3,,,s,6.4,,4,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 3:00,,x,4.5,,7.9,,8.6,,1.5,,,s,5.7,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 4:00,,x,2.8,,3.3,,4.6,,1.3,,,s,6,,4.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 5:00,,x,3,,3.3,,4.9,,1.6,,,s,7.1,,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 6:00,,x,3.3,,2,,4.8,,1.4,,,s,5.1,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 7:00,,x,4,,1.1,,5,,1.3,,,s,5.9,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 8:00,,x,3.2,,4,,5.5,,1.3,,,s,6.8,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 9:00,,x,5.3,,3,,3.7,,1.3,,,s,5.9,,,s,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 10:00,,x,4.3,,4,,3.6,,1.4,,,s,5.6,,,s,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 11:00,,x,4.9,,7.7,,6.7,,2.5,,,s,5.7,,1.8,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 12:00,,x,5.6,,9.6,,10.7,,3.5,,,s,6,,5.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 13:00,,x,11.6,,12.4,,13.8,,6.8,,,s,10.1,,6.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 14:00,,x,11.3,,13.3,,17.7,,7.8,,,s,14,,6.3,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 15:00,,x,14.2,,12.5,,16,,11.5,,,s,13.3,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 16:00,,x,17.9,,13.8,,17.1,,11.8,,,s,12.9,,6.7,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 17:00,,x,18.2,,14.9,,15.7,,13.4,,,s,14.6,,7.1,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 18:00,,x,17.1,,15.4,,15,,11.5,,,s,14,,7.1,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 19:00,,x,17.9,,15.4,,15.3,,12.8,,,s,12.2,,7,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 20:00,,x,16.3,,13.7,,15.1,,14.3,,,s,14.6,,5.8,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 21:00,,x,23.7,,14.3,,16.1,,19.3,,,s,17.4,,7.4,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 22:00,,x,24.9,,15.9,,20.3,,18.1,,,s,12.8,,6.9,,ND,ND,ND,ND,ND,ND
WSR  ,6/30/2019 23:00,,x,21.6,,13.4,,18.2,,16.2,,,s,10.8,,7.3,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019,,x,,x,,x,,x,,x,,x,,l,,x,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 1:00,38,,16.7,,9.2,,12.2,,9.2,,1.4,,12.4,,2.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 2:00,38.5,,13.2,,8.4,,12.6,,7.7,,1.4,,10.4,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 3:00,37.3,,10.7,,5.8,,10.7,,4.9,,1.4,,9.4,,4.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 4:00,38.1,,4.1,,6,,8.4,,4.9,,,s,7.3,,0.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 5:00,37.3,,4.6,,3.5,,5.3,,1.8,,,s,5.6,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 6:00,38.3,,2.1,,1.2,,2.9,,1.4,,,s,4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 7:00,36.7,,2.2,,1.1,,2.7,,1.3,,,s,5.9,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 8:00,36.8,,3.1,,2.6,,2.5,,1.5,,,s,7,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 9:00,36.2,,4.3,,3.9,,3.2,,1.3,,,s,5.6,,,s,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 10:00,36,,3.2,,6.5,,6.6,,2.7,,,s,5.6,,3.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 11:00,24.1,,7.1,,8.7,,10.2,,4.2,,,s,7.7,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 12:00,7.1,,10.1,,10.9,,10.9,,3.3,,,s,9.2,,6,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 13:00,8,,9.9,,11.9,,14.8,,6.1,,,s,10.8,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 14:00,11.2,,16.6,,13.2,,18.1,,12.2,,,s,14.1,,7.4,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 15:00,12.7,,16.3,,11.8,,17.8,,14,,,s,14.5,,6.3,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 16:00,13.1,,15.9,,6.3,,16.6,,12.3,,,s,14.4,,5.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 17:00,13.7,,18.2,,7.4,,18.5,,13.9,,,s,14.4,,7.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 18:00,11.5,,16.6,,7.3,,15.4,,14.5,,,s,14.5,,6,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 19:00,10.8,,14.5,,10.7,,16,,9.8,,,s,13.4,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 20:00,12.1,,20.7,,14.8,,14.7,,16.5,,,s,18.1,,6.5,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 21:00,11.5,,23,,14.1,,20,,15.7,,,s,7.7,,6.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 22:00,9.5,,23,,13.6,,17.5,,14.7,,,s,10.1,,6.7,,ND,ND,ND,ND,ND,ND
WSR  ,7/1/2019 23:00,8.5,,18.1,,13,,14.5,,12.9,,,s,12.9,,6.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019,6.7,,13.7,,9.6,,13.4,,11.7,,,s,8.8,,6.1,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 1:00,5.9,,13.5,,9.2,,12.1,,8.3,,,s,9.4,,3.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 2:00,7.4,,12.6,,5.7,,10.9,,7,,,s,10.6,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 3:00,6.7,,7.6,,4.8,,11.7,,7.8,,,s,7.5,,0.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 4:00,6.3,,7,,6.3,,9.2,,5.1,,,s,6.9,,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 5:00,4.2,,6.3,,3.8,,5,,2,,,s,6.3,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 6:00,4.1,,4.6,,4.4,,6.1,,1.8,,,s,7.2,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 7:00,4.8,,5.7,,4.3,,5.8,,1.3,,,s,8.2,,0.8,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 8:00,5.1,,2.8,,2.8,,6.1,,1.3,,,s,8.1,,0.9,,ND,ND,ND,ND,ND,ND
WSR  ,7/2/2019 9:00,4.6,,3.3,,2.4,,3.3,,1.4,,,s,5.1,,0.6,,ND,ND,ND,ND,ND,ND
