parametro,Fecha,CE,CE b,NO,NO b,SO,SO b,NO2,NO2 b,NTE,NTE b,NE2,NE2 b,SE2,SE2 b,SO2,SO2 b,SE3,SE3 b,SUR,SUR b,NTE2,NTE2 b
WSR  ,1/1/2018 9:00,7.2,,9.2,,13.7,,13.8,,3.2,,13.4,,10.9,,7.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 10:00,7.5,,9.1,,12.7,,9.9,,4.8,,14.9,,10.6,,,n,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 11:00,7.3,,3.1,,12,,10.4,,7.3,,15.9,,13.8,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 12:00,7.8,,8.4,,11.5,,10.8,,6.6,,15.2,,10.9,,6.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 13:00,7.3,,9.7,,11.5,,10.6,,6.9,,14.1,,10.2,,6.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 14:00,6.7,,5.8,,9.5,,10.5,,4.4,,12.1,,9.2,,5.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 15:00,6,,4.2,,10.1,,10.4,,2.5,,10.1,,9.7,,5.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 16:00,7,,7.7,,10.5,,10.1,,8.1,,9.9,,7,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 17:00,7.3,,5.9,,10.7,,10.4,,7.3,,10.4,,5.1,,5.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 18:00,6.9,,4.9,,9.8,,11.2,,4.9,,7.3,,5.8,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 19:00,6.3,,4.7,,9.3,,10.7,,5.2,,4.7,,6.8,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 20:00,6.5,,4.1,,10.6,,11.2,,5.3,,4.4,,9,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 21:00,7.3,,3.8,,11.2,,12.4,,4.9,,3,,8.9,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 22:00,5.9,,4.3,,9.4,,10.1,,4,,8.2,,9.1,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/1/2018 23:00,5.1,,2.7,,8.3,,10.4,,5.2,,8.6,,9.4,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018,5.1,,4.5,,7.7,,9.3,,5.4,,5.4,,8.9,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 1:00,5,,6.7,,8.6,,7.5,,3.3,,7.8,,9.7,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 2:00,4.8,,5.8,,8.3,,6.5,,3,,6.4,,9.4,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 3:00,5.5,,4.8,,6.5,,7.4,,5.6,,8.1,,9.1,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 4:00,5.4,,6.3,,6.9,,8.8,,7,,7.9,,8.7,,4.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 5:00,4.9,,6.5,,6.5,,8.2,,6.1,,5.6,,6.9,,4.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 6:00,3.8,,3.9,,6.4,,7.5,,5,,4,,6.9,,3.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 7:00,4.8,,4.4,,5.4,,7.2,,4.9,,3.5,,5.5,,3.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 8:00,4.5,,4,,6.7,,,n,3,,,n,4.5,,3.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 9:00,3.2,,3,,5.3,,6.3,,3.2,,2.5,,4,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 10:00,3.7,,2.7,,3.4,,5.2,,3.5,,2.4,,5.5,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 11:00,4.2,,4.6,,4.4,,6.9,,5.1,,3.3,,4.7,,3.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 12:00,2.3,,3.4,,4.2,,6.2,,2.2,,1.8,,3.4,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 13:00,2.1,,1,,2.5,,4.5,,2.1,,2.5,,4.2,,2.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 14:00,2.4,,2.5,,4.3,,6.2,,2.6,,1.5,,4.6,,3.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 15:00,2.8,,3.3,,5.9,,7.2,,2.1,,1.4,,3.8,,3.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 16:00,2.4,,2.5,,4.7,,7.7,,3,,1.7,,3.4,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 17:00,1.7,,1.5,,3.9,,6.5,,1.4,,1.7,,2.8,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 18:00,1.5,,2.2,,4,,6.8,,1.3,,1.4,,4.1,,2.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 19:00,4.2,,2,,6.5,,7.9,,7.4,,7.3,,3.7,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 20:00,8.4,,0.7,,7.7,,10,,3.6,,11,,5,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 21:00,5.6,,4.2,,7.1,,5.7,,6,,11.8,,11.7,,5,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 22:00,5.4,,5.4,,7.9,,4,,2.6,,11.9,,9.7,,4.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/2/2018 23:00,5.5,,4.8,,5.6,,1.8,,3.3,,14.8,,12.3,,3.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018,4,,2.8,,4.2,,2.2,,1.9,,13.7,,11.8,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 1:00,4.1,,3.7,,3,,2.3,,1.8,,11.6,,10.5,,2.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 2:00,2.8,,5,,1.8,,5,,1.7,,10.8,,6,,2.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 3:00,4.4,,4.5,,2.5,,6.7,,1.9,,11,,2.1,,2.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 4:00,3.9,,4.7,,3.3,,7.9,,3.5,,9.5,,2.9,,2.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 5:00,5.5,,3.7,,5.6,,8.8,,2.8,,8.4,,6.6,,3.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 6:00,4.8,,5.1,,6.3,,7.6,,3,,10,,8.6,,4,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 7:00,5,,6.3,,5.9,,6.7,,2,,10.9,,9.1,,3.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 8:00,5.4,,5.2,,2.5,,6.1,,2,,10.1,,8.6,,3.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 9:00,4.5,,4.4,,1.7,,3.3,,1.7,,4.6,,7.6,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 10:00,3,,2.7,,3.4,,6.1,,1.4,,13.5,,8.3,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 11:00,2.2,,1.6,,1.9,,12.2,,2.1,,13.3,,10.7,,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 12:00,2.7,,1.2,,3.5,,11.1,,6.8,,11.5,,10.9,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 13:00,3.6,,1.5,,3.7,,16.7,,4.1,,12.2,,10.8,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 14:00,5,,2.4,,6.7,,18.1,,4.1,,11.9,,11.1,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 15:00,4.6,,3.2,,8.8,,13.7,,4.2,,10.1,,10.8,,6.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 16:00,5.5,,2.5,,8.5,,9.5,,3.1,,11.2,,8.8,,5.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 17:00,2.9,,4.7,,8.3,,7.5,,2.8,,9.1,,5.7,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 18:00,3.2,,2.5,,4.8,,5.5,,3.9,,3.6,,1.6,,3.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 19:00,2,,1.5,,2.5,,4.8,,2.1,,4.2,,4,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 20:00,1.4,,,l,3.1,,2.1,,1.5,,5.8,,1.4,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 21:00,2.3,,,l,2.6,,3.5,,2.4,,3.8,,1.4,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 22:00,2.3,,0.3,,1.5,,2.7,,1.4,,1.4,,1.4,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/3/2018 23:00,2.3,,,l,2.7,,3.4,,1.3,,1.4,,,s,2,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018,1.5,,0.5,,2.2,,1.9,,1.3,,1.4,,,s,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 1:00,2.1,,0.2,,3.1,,2.9,,1.3,,2.5,,,s,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 2:00,2.3,,,l,1.2,,2,,,s,1.4,,2.1,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 3:00,1.7,,,l,1.7,,2.1,,,s,1.4,,3.7,,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 4:00,1.8,,,l,1.6,,2.1,,,s,1.4,,3.3,,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 5:00,1.5,,,l,1.9,,2.1,,,s,2.4,,4.6,,1.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 6:00,1,,,l,1,,2.8,,,s,2.5,,4.5,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 7:00,1.8,,,l,1.6,,2.3,,,s,1.7,,4.5,,0.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 8:00,2.3,,,l,0.9,,1.5,,,s,1.4,,3.9,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 9:00,1.7,,,l,1,,1.5,,,s,1.7,,2.1,,1,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 10:00,1.9,,,l,2.2,,3.8,,,s,1.6,,3.9,,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 11:00,6,,8.1,,6.4,,10.9,,5.8,,7.8,,5.6,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 12:00,7.4,,8.8,,8,,13.3,,6.2,,11.2,,12.4,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 13:00,7,,8.1,,8.4,,12.3,,7.9,,12.9,,12,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 14:00,7.3,,8,,8.8,,12.6,,9.2,,11,,11.3,,6,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 15:00,8,,7.9,,8.9,,13.4,,8.4,,10.9,,11.7,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 16:00,9.7,,8.4,,10.4,,14.7,,8.5,,12.8,,12.2,,6.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 17:00,9.6,,11.7,,11.9,,14.6,,10.6,,13.1,,12.5,,6.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 18:00,8.3,,13,,11.7,,12.5,,8.2,,11.2,,10.6,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 19:00,5.8,,12.2,,10.2,,10,,7,,10.2,,7.1,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 20:00,3.4,,10.8,,8.4,,8.3,,3.5,,9.3,,4.1,,5.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 21:00,4.3,,10.5,,7.1,,7.5,,2,,5.2,,4,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 22:00,4.6,,10.2,,5.8,,5.2,,1.3,,5.6,,3.6,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/4/2018 23:00,2.6,,12.6,,5.3,,5.3,,1.3,,5.7,,2.5,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018,2.6,,9,,3.5,,5.4,,1.5,,5.5,,2.3,,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 1:00,2.9,,3.4,,3,,6.7,,1.3,,6.2,,3.3,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 2:00,2.6,,,l,2.5,,5,,1.3,,5.8,,4.3,,2.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 3:00,3.9,,,l,4.2,,2.5,,1.3,,5.3,,3.7,,0.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 4:00,2.2,,,l,2.8,,4.9,,1.6,,2.1,,2.9,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 5:00,1.3,,,l,1.2,,3.5,,1.4,,2.3,,4.1,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 6:00,1,,,l,1.7,,2.4,,1.6,,2.2,,4.2,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 7:00,1.3,,,l,2.2,,2.4,,1.4,,3,,3.3,,,s,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 8:00,3.1,,2.3,,3.4,,2.2,,1.5,,4.3,,5.7,,,s,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 9:00,2.1,,2.4,,1.5,,1.8,,4,,4.3,,6,,,s,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 10:00,2.5,,0.3,,2.7,,2.2,,1.9,,4.2,,6,,,s,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 11:00,4,,1.9,,3.5,,2.6,,2.5,,2.3,,5.1,,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 12:00,3.6,,0.8,,3.9,,4.9,,2.9,,3.6,,5.1,,1.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 13:00,4.2,,3.6,,5,,5.4,,4.6,,6,,5.6,,3.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 14:00,5.8,,5.2,,6.7,,7.2,,5.4,,9.4,,10.2,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 15:00,6.7,,4.2,,9.5,,9.1,,5,,7.7,,9.5,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 16:00,7.7,,6.2,,10.3,,11.5,,4.6,,9.6,,10.4,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 17:00,7.4,,6.9,,9.7,,11.9,,4.8,,8.2,,10.3,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 18:00,6.4,,7,,8.1,,8.6,,3.6,,9.5,,8.6,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 19:00,5.8,,6.9,,6.6,,5.2,,2.9,,7.8,,7.3,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 20:00,4.7,,8.2,,7.6,,4.1,,4.8,,9.6,,4.9,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 21:00,4.4,,5.4,,3.4,,2.1,,2.6,,7,,1.8,,3.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 22:00,1.7,,,l,2,,2.3,,1.3,,6.6,,1.4,,2,,ND,ND,ND,ND,ND,ND
WSR  ,1/5/2018 23:00,3.1,,0.6,,1.3,,3.4,,1.3,,5.6,,1.8,,1.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018,3,,0.8,,1.3,,4.6,,1.3,,2.4,,2.2,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 1:00,2.5,,,l,2.1,,4.8,,,s,2,,2.9,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 2:00,4.8,,,l,2.1,,5,,,s,1.4,,4.3,,2.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 3:00,2.4,,,l,3.5,,2.3,,,s,1.4,,4.5,,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 4:00,1.5,,,l,3.4,,3.1,,,s,4.1,,5,,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 5:00,4,,2.1,,2.5,,1.8,,,s,5.6,,4.9,,2.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 6:00,2.9,,0.8,,3.6,,3.9,,,s,3.5,,5.6,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 7:00,3.1,,,l,3.5,,3,,,s,5,,4.6,,2.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 8:00,1.9,,,l,4.6,,4.4,,,s,4.8,,3.9,,2.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 9:00,1.6,,0.5,,2.1,,2.5,,,s,4.7,,3.8,,0.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 10:00,2.3,,,l,2.1,,2.1,,,s,7.2,,6,,1,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 11:00,2.9,,,l,4.5,,2.8,,,s,6.8,,5.3,,2.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 12:00,3.9,,1.8,,5.9,,5.3,,4.2,,4.4,,4.3,,3.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 13:00,5.5,,5,,5.6,,8.2,,5.5,,5.8,,6.4,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 14:00,5.7,,5.6,,7.2,,9.8,,4.3,,6.6,,8,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 15:00,5.9,,8.5,,9.2,,11.1,,4.3,,7.9,,8.3,,4.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 16:00,6.8,,8.7,,9.2,,12.4,,5.1,,8.9,,10,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 17:00,7.1,,7.6,,7,,10.8,,5.8,,9.1,,11.1,,5.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 18:00,6.2,,9.2,,7.6,,9,,4.9,,8.3,,8.1,,5,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 19:00,5.6,,8.3,,6,,6,,2,,6.6,,5.7,,4.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 20:00,4.2,,9.7,,6.5,,5,,1.9,,6.9,,4.9,,4,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 21:00,3.7,,4.6,,5.7,,5.3,,1.3,,6.7,,4,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 22:00,2.9,,,l,4.1,,5.7,,1.3,,7.7,,5.1,,1.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/6/2018 23:00,3.9,,,l,5.2,,6.3,,1.3,,7,,6.3,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018,2.5,,,l,2,,5.6,,2.7,,6.7,,4,,1.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 1:00,2.4,,,l,3,,2.2,,2.6,,3.2,,2.6,,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 2:00,2,,1.1,,2.9,,2,,1.6,,2.9,,2.5,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 3:00,2.1,,,l,2.8,,1.4,,1.5,,3.4,,2.5,,1.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 4:00,1.1,,,l,3.9,,1.8,,1.3,,3.6,,3,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 5:00,1.3,,,l,4.5,,3.8,,1.3,,1.4,,2.7,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 6:00,1.1,,1.4,,4.1,,2.2,,1.8,,1.4,,2.5,,1.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 7:00,1.8,,1.3,,2.8,,4.7,,1.3,,1.4,,4.4,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 8:00,3.2,,0.9,,4.2,,2.3,,1.3,,3.2,,3.2,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 9:00,3.9,,4.2,,5.4,,2.1,,1.3,,2.9,,5.5,,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 10:00,3,,2.4,,4.3,,3.3,,1.7,,4.6,,7.2,,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 11:00,3.4,,2.4,,2.6,,2.6,,3,,5,,6.9,,1.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 12:00,3.3,,1.3,,4.9,,2.8,,2.2,,4.7,,6.2,,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 13:00,3,,0.3,,4.1,,2.9,,2,,3.8,,4.5,,2.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 14:00,3.1,,0.2,,4.2,,4.8,,1.7,,3.6,,4.3,,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 15:00,3.5,,0.7,,4.6,,6.2,,2.1,,3.8,,4.5,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 16:00,5,,2.3,,5.8,,7.5,,2,,5.4,,5.3,,3.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 17:00,3.7,,1.3,,6.9,,6.3,,1.3,,3.7,,4.9,,2.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 18:00,2.2,,,l,3.6,,3.4,,1.3,,5,,3.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 19:00,2.4,,,l,4.4,,3.8,,1.3,,3.4,,4.9,,1.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 20:00,2.6,,,l,4.9,,4.6,,1.4,,2.9,,5.8,,0.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 21:00,4.7,,,l,4.9,,4.8,,1.5,,6.9,,5.8,,0.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 22:00,3.4,,1.4,,5.8,,4.9,,1.3,,6.7,,8.8,,3.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/7/2018 23:00,2.9,,,l,4.4,,4.1,,1.3,,7.3,,8.1,,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018,4.3,,4.1,,4.6,,5.1,,1.3,,5.4,,5.3,,2.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 1:00,3.2,,4.4,,4.7,,4,,3.1,,6.5,,6.4,,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 2:00,3.7,,1.3,,4.9,,7.1,,2.5,,11.3,,11.9,,3,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 3:00,5.4,,1,,4.9,,7.6,,1.9,,14.3,,10.1,,3,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 4:00,5.3,,1.3,,3.6,,4.5,,1.3,,9.7,,11.5,,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 5:00,4.7,,2.7,,4,,5.5,,1.3,,13.8,,11.2,,2.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 6:00,4.2,,,l,4.1,,4.2,,1.4,,10.6,,12.1,,1.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 7:00,2.5,,,l,3.2,,2.8,,2.6,,9.8,,10.2,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 8:00,5.8,,,l,3.2,,2.9,,1.3,,10.1,,10.2,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 9:00,4.2,,1.1,,2,,3.6,,1.3,,12.4,,9.4,,2,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 10:00,5.3,,0.5,,2.7,,3.5,,1.3,,14.4,,10.5,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 11:00,5,,,l,5.6,,6,,1.5,,15.4,,11.9,,4.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 12:00,3.9,,2.1,,7,,9.7,,2.8,,12.3,,11.7,,4.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 13:00,3.6,,0.6,,6.5,,7.1,,1.9,,11.3,,11,,4.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 14:00,4.6,,2,,8.6,,5.9,,4.3,,11.1,,10,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 15:00,4.1,,2.3,,10.7,,8.3,,4.7,,9,,9.5,,5.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 16:00,5.5,,3.3,,9.8,,7.7,,3.2,,8.8,,10.3,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 17:00,5,,2.4,,9.8,,8.1,,1.6,,8.2,,7.5,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 18:00,3.5,,5.1,,7.8,,5.3,,1.3,,7.9,,3.8,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 19:00,1.5,,2.6,,5.1,,4.9,,1.3,,6.7,,5.1,,2.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 20:00,1.3,,,l,4.7,,3.4,,1.3,,4,,3.8,,3.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 21:00,2.2,,1.2,,6.3,,4.1,,,s,2.1,,6.3,,4.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 22:00,2.1,,,l,3.9,,2.6,,,s,1.4,,6.4,,3.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/8/2018 23:00,1.4,,,l,2.5,,3.2,,,s,4.8,,6.1,,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2018,1.1,,,l,3.2,,3.4,,,s,3.8,,6.7,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2018 1:00,1.1,,2.3,,1.8,,3.4,,,s,1.8,,6.1,,1,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2018 2:00,1.6,,,l,3.7,,4,,,s,1.9,,1.5,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2018 3:00,1.8,,,l,3.2,,3.1,,,s,3.3,,1.4,,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2018 4:00,3.1,,1.2,,4.7,,3.4,,,s,3.4,,1.7,,1,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2018 5:00,1.1,,,l,1.7,,4.4,,,s,4,,1.5,,2,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2018 6:00,1.3,,,l,3.1,,2.4,,,s,4.2,,1.4,,1.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2018 7:00,0.9,,,l,3.5,,4.1,,,s,4.6,,1.4,,1.4,,ND,ND,ND,ND,ND,ND
